时间,电压V1,电压V2,电压V3,电流I1,电流I2,电流I3,有功功率,无功功率,视在功率,功率因素,容抗,频率
2019-09-11 10:56:08.158,391,391,388,3962,3952,3895,4641,32,4641,1,49.96,158048
2019-09-11 10:56:08.268,390,392,395,3979,3963,3878,4582,2,4582,1,49.97,158049
2019-09-11 10:56:08.424,392,391,395,3986,3968,3894,4607,6,4607,1,49.99,158050
2019-09-11 10:56:08.549,399,397,391,3971,3964,3910,4609,-2,4609,1,49.94,158051
2019-09-11 10:56:08.662,388,392,392,3996,3979,3904,4653,-60,4653,1,49.98,158052
2019-09-11 10:56:08.786,388,391,388,4000,3970,3895,4666,-22,4666,1,49.99,158053
2019-09-11 10:56:08.865,392,396,389,4000,3982,3915,4672,-38,4672,1,49.95,158054
2019-09-11 10:56:08.974,397,396,398,4009,3992,3926,4659,28,4659,1,49.97,158055
2019-09-11 10:56:09.124,389,394,390,4003,4010,3921,4716,-14,4716,1,49.99,158056
2019-09-11 10:56:09.234,392,391,388,4048,4022,3959,4731,-40,4731,1,49.96,158057
2019-09-11 10:56:09.343,391,389,389,4046,4029,3969,4702,-55,4702,1,49.98,158058
2019-09-11 10:56:09.436,393,391,392,4058,4029,3968,4667,-18,4667,1,49.97,158059
2019-09-11 10:56:09.531,390,391,389,4067,4045,3965,4780,-31,4780,1,49.96,158060
2019-09-11 10:56:09.628,388,390,387,4054,4037,3958,4710,-2,4710,1,49.96,158061
2019-09-11 10:56:09.722,394,397,391,4069,4062,3994,4711,-71,4711,1,49.98,158062
2019-09-11 10:56:09.846,392,390,395,4086,4061,4000,4798,-60,4799,1,49.97,158063
2019-09-11 10:56:09.957,395,394,391,4087,4081,4011,4764,-56,4765,1,49.98,158064
2019-09-11 10:56:10.076,395,393,392,4098,4067,4021,4766,23,4766,1,50,158065
2019-09-11 10:56:10.175,392,390,390,4120,4086,4024,4756,4,4756,1,49.96,158066
2019-09-11 10:56:10.264,390,389,392,4116,4102,4029,4785,-10,4785,1,49.94,158067
2019-09-11 10:56:10.373,394,389,390,4128,4115,4040,4766,28,4766,1,49.96,158068
2019-09-11 10:56:10.467,391,388,388,4121,4115,4057,4806,-12,4806,1,49.96,158069
2019-09-11 10:56:10.547,391,392,390,4120,4116,4042,4761,-88,4762,1,49.94,158070
2019-09-11 10:56:10.641,388,393,391,4121,4129,4075,4819,-36,4819,1,49.95,158071
2019-09-11 10:56:10.735,396,391,389,4162,4144,4081,4846,-40,4846,1,49.95,158072
2019-09-11 10:56:10.829,389,389,388,4185,4164,4099,4833,-34,4833,1,49.99,158073
2019-09-11 10:56:10.931,390,392,387,4185,4165,4097,4926,-37,4926,1,49.99,158074
2019-09-11 10:56:11.056,394,394,394,4202,4182,4117,4951,-11,4951,1,49.96,158075
2019-09-11 10:56:11.160,389,384,391,4230,4208,4132,4898,-59,4898,1,49.94,158076
2019-09-11 10:56:11.303,394,392,391,4239,4215,4147,4896,-19,4896,1,49.94,158077
2019-09-11 10:56:11.428,391,389,392,4242,4231,4193,4919,-29,4919,1,49.95,158078
2019-09-11 10:56:11.557,392,389,389,4254,4240,4170,4984,41,4984,1,50,158079
2019-09-11 10:56:11.672,389,384,386,4289,4257,4194,4975,-16,4975,1,49.96,158080
2019-09-11 10:56:11.813,395,393,391,4292,4276,4204,4966,-24,4966,1,49.96,158081
2019-09-11 10:56:11.939,394,391,389,4298,4279,4220,5005,18,5005,1,50,158082
2019-09-11 10:56:12.049,390,391,390,4322,4296,4224,5030,-41,5030,1,50,158083
2019-09-11 10:56:12.142,396,391,392,4311,4282,4221,5035,-8,5035,1,49.95,158084
2019-09-11 10:56:12.236,392,396,389,4320,4291,4236,4993,-69,4993,1,49.98,158085
2019-09-11 10:56:12.346,391,390,389,4343,4329,4257,5034,21,5034,1,49.95,158086
2019-09-11 10:56:12.440,396,395,393,4340,4318,4249,5084,-50,5084,1,49.99,158087
2019-09-11 10:56:12.535,391,392,389,4339,4319,4259,5043,-3,5043,1,49.95,158088
2019-09-11 10:56:12.613,389,390,390,4357,4330,4254,5079,-18,5079,1,49.95,158089
2019-09-11 10:56:12.740,393,391,394,4366,4327,4273,5048,-28,5048,1,49.97,158090
2019-09-11 10:56:12.836,391,387,388,4367,4356,4298,5080,-46,5080,1,50.01,158091
2019-09-11 10:56:12.914,391,392,393,4376,4362,4275,5070,-83,5071,1,49.99,158092
2019-09-11 10:56:13.039,391,389,393,4357,4339,4287,5032,6,5032,1,49.96,158093
2019-09-11 10:56:13.130,386,390,391,4374,4357,4292,5087,-22,5087,1,49.96,158094
2019-09-11 10:56:13.227,389,387,386,4359,4350,4275,5090,27,5090,1,49.98,158095
2019-09-11 10:56:13.336,389,393,397,4371,4369,4274,5085,-39,5085,1,50,158096
2019-09-11 10:56:13.415,392,396,393,4353,4349,4291,5045,34,5045,1,49.99,158097
2019-09-11 10:56:13.526,390,381,384,4383,4356,4305,5084,53,5084,1,49.99,158098
2019-09-11 10:56:13.637,394,392,390,4375,4352,4284,5054,-56,5054,1,49.98,158099
2019-09-11 10:56:13.718,393,392,389,4371,4337,4286,5066,-74,5067,1,49.97,158100
2019-09-11 10:56:13.828,393,393,391,4352,4355,4268,5052,15,5052,1,49.98,158101
2019-09-11 10:56:13.955,394,392,389,4370,4359,4292,5101,-13,5101,1,49.99,158102
2019-09-11 10:56:14.066,391,390,388,4380,4345,4278,5137,-34,5138,1,49.96,158103
2019-09-11 10:56:14.213,391,395,392,4380,4345,4299,5063,-47,5063,1,49.97,158104
2019-09-11 10:56:14.359,392,394,393,4374,4343,4294,5055,-15,5055,1,49.99,158105
2019-09-11 10:56:14.468,395,392,392,4394,4379,4301,5087,-33,5087,1,49.97,158106
2019-09-11 10:56:14.593,391,395,391,4359,4356,4292,5110,0,5110,1,49.95,158107
2019-09-11 10:56:14.656,395,394,389,4359,4347,4284,5044,-14,5044,1,49.98,158108
2019-09-11 10:56:14.782,388,391,386,4367,4342,4278,5124,-103,5125,1,49.95,158109
2019-09-11 10:56:14.910,392,390,387,4366,4342,4285,5047,3,5047,1,49.96,158110
2019-09-11 10:56:15.038,390,392,391,4372,4345,4279,5067,-28,5067,1,49.99,158111
2019-09-11 10:56:15.149,391,394,393,4354,4347,4281,5111,-12,5111,1,50,158112
2019-09-11 10:56:15.235,391,392,394,4380,4356,4266,5092,-8,5092,1,49.98,158113
2019-09-11 10:56:15.317,393,391,394,4360,4366,4297,5081,-28,5081,1,49.98,158114
2019-09-11 10:56:15.442,394,390,385,4371,4370,4281,5085,-29,5085,1,49.95,158115
2019-09-11 10:56:15.522,390,395,396,4366,4350,4277,5098,14,5098,1,49.99,158116
2019-09-11 10:56:15.633,393,392,395,4392,4369,4305,5063,-23,5063,1,49.96,158117
2019-09-11 10:56:15.731,398,395,392,4401,4368,4306,5105,-50,5105,1,49.98,158118
2019-09-11 10:56:15.824,395,393,390,4393,4378,4325,5120,-20,5120,1,49.99,158119
2019-09-11 10:56:15.936,393,391,390,4427,4392,4326,5066,-34,5066,1,49.96,158120
2019-09-11 10:56:16.016,390,390,390,4407,4382,4317,5096,-34,5096,1,49.99,158121
2019-09-11 10:56:16.127,390,391,386,4427,4391,4321,5142,2,5142,1,49.98,158122
2019-09-11 10:56:16.251,389,394,390,4415,4389,4322,5145,-12,5145,1,49.99,158123
2019-09-11 10:56:16.376,390,388,383,4404,4397,4315,5068,-39,5068,1,49.97,158124
2019-09-11 10:56:16.470,393,388,391,4427,4418,4342,5191,2,5191,1,49.98,158125
2019-09-11 10:56:16.566,391,390,390,4435,4418,4344,5156,11,5156,1,49.98,158126
2019-09-11 10:56:16.693,388,389,390,4433,4421,4348,5149,-38,5149,1,49.99,158127
2019-09-11 10:56:16.774,391,389,388,4431,4431,4352,5145,-49,5145,1,49.96,158128
2019-09-11 10:56:16.867,392,393,389,4422,4403,4314,5153,-8,5153,1,49.98,158129
2019-09-11 10:56:16.963,392,392,387,4430,4411,4322,5165,-43,5165,1,49.98,158130
2019-09-11 10:56:17.072,395,392,390,4429,4427,4358,5149,-12,5149,1,49.98,158131
2019-09-11 10:56:17.215,392,396,391,4416,4408,4323,5136,-38,5136,1,49.96,158132
2019-09-11 10:56:17.330,385,386,388,4431,4404,4342,5090,-13,5090,1,49.97,158133
2019-09-11 10:56:17.455,386,388,389,4422,4413,4352,5141,-8,5141,1,49.98,158134
2019-09-11 10:56:17.548,391,395,393,4423,4409,4337,5152,-36,5152,1,50,158135
2019-09-11 10:56:17.658,394,395,393,4412,4401,4324,5125,10,5125,1,49.98,158136
2019-09-11 10:56:17.767,391,393,390,4396,4381,4312,5096,-51,5096,1,49.97,158137
2019-09-11 10:56:17.864,391,392,393,4404,4379,4312,5093,7,5093,1,49.98,158138
2019-09-11 10:56:18.004,394,392,391,4369,4362,4309,5064,-5,5064,1,49.95,158139
2019-09-11 10:56:18.146,390,389,389,4362,4350,4278,5045,17,5045,1,49.95,158140
2019-09-11 10:56:18.258,395,397,394,4345,4332,4266,5036,-58,5037,1,49.96,158141
2019-09-11 10:56:18.375,393,390,388,4330,4318,4254,4989,-27,4989,1,49.97,158142
2019-09-11 10:56:18.517,390,390,390,4334,4301,4238,4976,-22,4976,1,49.94,158143
2019-09-11 10:56:18.642,393,391,393,4326,4287,4222,4997,-66,4997,1,49.98,158144
2019-09-11 10:56:18.753,391,395,395,4318,4256,4205,4956,-74,4957,1,49.95,158145
2019-09-11 10:56:18.868,387,388,385,4288,4247,4198,4995,-2,4995,1,49.99,158146
2019-09-11 10:56:19.009,390,394,393,4256,4239,4180,4921,-92,4921,1,50.02,158147
2019-09-11 10:56:19.137,393,388,386,4243,4235,4175,4896,-8,4896,1,50,158148
2019-09-11 10:56:19.235,393,394,390,4262,4230,4171,4947,-51,4948,1,49.99,158149
2019-09-11 10:56:19.357,390,394,393,4261,4219,4147,4938,-51,4939,1,49.97,158150
2019-09-11 10:56:19.479,389,390,390,4214,4204,4130,4885,-49,4886,1,49.97,158151
2019-09-11 10:56:19.610,391,391,390,4202,4175,4135,4857,-1,4857,1,49.95,158152
2019-09-11 10:56:19.735,394,391,389,4194,4175,4116,4883,14,4883,1,49.99,158153
2019-09-11 10:56:19.863,387,391,390,4207,4192,4113,4895,-60,4895,1,50,158154
2019-09-11 10:56:20.004,391,396,395,4183,4172,4090,4898,-30,4898,1,49.98,158155
2019-09-11 10:56:20.129,394,393,390,4190,4156,4092,4878,-73,4879,1,49.97,158156
2019-09-11 10:56:20.240,395,397,395,4158,4154,4077,4835,-20,4835,1,50,158157
2019-09-11 10:56:20.335,393,389,390,4163,4141,4077,4834,-46,4834,1,50.01,158158
2019-09-11 10:56:20.466,391,392,391,4163,4133,4077,4805,-12,4805,1,49.97,158159
2019-09-11 10:56:20.559,392,393,394,4150,4144,4081,4817,-4,4817,1,49.96,158160
2019-09-11 10:56:20.655,391,391,389,4167,4145,4074,4847,-18,4847,1,49.98,158161
2019-09-11 10:56:20.766,390,393,391,4147,4133,4070,4798,-22,4798,1,49.98,158162
2019-09-11 10:56:20.911,390,390,388,4161,4134,4080,4829,4,4829,1,49.98,158163
2019-09-11 10:56:21.036,390,392,386,4151,4138,4069,4848,-43,4848,1,49.97,158164
2019-09-11 10:56:21.178,391,391,393,4150,4141,4087,4836,22,4836,1,49.98,158165
2019-09-11 10:56:21.288,396,395,395,4162,4147,4065,4777,-45,4777,1,50,158166
2019-09-11 10:56:21.375,386,387,388,4144,4127,4063,4829,18,4829,1,50.01,158167
2019-09-11 10:56:21.459,392,395,393,4133,4136,4059,4848,-18,4848,1,49.99,158168
2019-09-11 10:56:21.554,395,395,395,4183,4159,4081,4838,-37,4838,1,49.98,158169
2019-09-11 10:56:21.664,387,390,393,4144,4143,4071,4815,-38,4815,1,49.97,158170
2019-09-11 10:56:21.775,388,388,385,4144,4141,4063,4840,-33,4840,1,49.99,158171
2019-09-11 10:56:21.853,392,390,387,4164,4125,4071,4825,-14,4825,1,49.96,158172
2019-09-11 10:56:21.950,392,395,396,4158,4136,4071,4830,-23,4831,1,49.97,158173
2019-09-11 10:56:22.080,391,390,390,4155,4138,4087,4833,3,4833,1,49.97,158174
2019-09-11 10:56:22.220,388,388,387,4170,4133,4070,4806,33,4806,1,49.98,158175
2019-09-11 10:56:22.348,392,389,391,4162,4122,4064,4859,-31,4859,1,49.95,158176
2019-09-11 10:56:22.445,394,396,390,4172,4135,4071,4792,-18,4792,1,50,158177
2019-09-11 10:56:22.542,389,390,389,4130,4126,4070,4852,-57,4852,1,49.96,158178
2019-09-11 10:56:22.653,390,394,387,4142,4133,4060,4794,-56,4794,1,50.01,158179
2019-09-11 10:56:22.763,393,392,388,4130,4111,4052,4803,-20,4803,1,50,158180
2019-09-11 10:56:22.857,392,392,394,4142,4117,4056,4814,-68,4814,1,49.97,158181
2019-09-11 10:56:22.954,396,392,394,4129,4105,4049,4800,2,4800,1,49.98,158182
2019-09-11 10:56:23.073,388,389,391,4113,4108,4033,4784,-31,4784,1,49.98,158183
2019-09-11 10:56:23.167,393,393,395,4106,4093,4029,4811,-25,4811,1,49.98,158184
2019-09-11 10:56:23.276,393,388,388,4102,4093,4029,4740,-59,4741,1,50,158185
2019-09-11 10:56:23.416,392,393,396,4102,4092,4022,4759,-27,4759,1,50,158186
2019-09-11 10:56:23.525,392,395,395,4089,4066,4004,4771,-40,4771,1,49.99,158187
2019-09-11 10:56:23.635,389,388,385,4079,4045,3992,4735,29,4735,1,49.98,158188
2019-09-11 10:56:23.729,386,386,387,4073,4043,4000,4705,7,4705,1,50.01,158189
2019-09-11 10:56:23.840,389,393,391,4064,4030,3970,4752,26,4730,1,50,158190
2019-09-11 10:56:23.918,397,397,393,4064,4027,3963,4687,-84,4688,1,49.99,158191
2019-09-11 10:56:24.034,395,395,391,4044,4036,3966,4674,-30,4674,1,49.95,158192
2019-09-11 10:56:24.129,392,391,389,4035,4031,3969,4713,-16,4713,1,49.98,158193
2019-09-11 10:56:24.238,397,392,390,4039,4035,3939,4658,-31,4652,1,50.01,158194
2019-09-11 10:56:24.316,391,391,391,4030,4032,3943,4697,-22,4697,1,49.99,158195
2019-09-11 10:56:24.442,392,390,389,4011,4001,3949,4723,22,4723,1,50,158196
2019-09-11 10:56:24.520,390,391,388,4032,4004,3938,4667,-49,4667,1,50,158197
2019-09-11 10:56:24.635,391,388,386,4013,4003,3946,4667,-54,4667,1,49.97,158198
2019-09-11 10:56:24.713,390,390,389,4021,3999,3928,4682,-35,4682,1,50.01,158199
2019-09-11 10:56:24.822,390,388,385,4032,4006,3933,4642,-29,4642,1,50,158200
2019-09-11 10:56:24.963,394,395,396,4007,3995,3931,4664,-53,4664,1,49.98,158201
2019-09-11 10:56:25.092,388,391,390,4010,3993,3920,4684,19,4684,1,50.01,158202
2019-09-11 10:56:25.220,392,392,391,4026,3999,3921,4661,12,4661,1,49.99,158203
2019-09-11 10:56:25.335,390,389,389,4023,3986,3926,4670,-14,4670,1,50,158204
2019-09-11 10:56:25.413,386,389,388,4029,4021,3962,4669,-18,4669,1,49.98,158205
2019-09-11 10:56:25.546,391,392,391,4023,4001,3933,4666,-49,4666,1,49.98,158206
2019-09-11 10:56:25.657,390,389,387,4020,4011,3939,4694,1,4694,1,50.01,158207
2019-09-11 10:56:25.768,392,392,392,4040,4005,3948,4624,-2,4624,1,49.99,158208
2019-09-11 10:56:25.912,386,387,387,4038,4042,3955,4661,-26,4661,1,49.98,158209
2019-09-11 10:56:26.034,395,395,394,4039,4032,3971,4662,-83,4663,1,49.97,158210
2019-09-11 10:56:26.160,392,393,394,4044,4023,3958,4708,-42,4708,1,50,158211
2019-09-11 10:56:26.275,396,394,393,4041,4020,3972,4679,-43,4679,1,49.98,158212
2019-09-11 10:56:26.401,387,389,385,4048,4034,3964,4667,-16,4667,1,49.99,158213
2019-09-11 10:56:26.547,392,393,393,4084,4042,3989,4703,-2,4703,1,50.02,158214
2019-09-11 10:56:26.663,391,390,391,4054,4051,3980,4776,-63,4776,1,50.02,158215
2019-09-11 10:56:26.757,393,397,394,4077,4074,3999,4745,-36,4745,1,49.99,158216
2019-09-11 10:56:26.866,393,389,386,4089,4058,4004,4745,6,4745,1,49.99,158217
2019-09-11 10:56:26.960,394,394,391,4086,4053,4014,4759,-37,4759,1,49.97,158218
2019-09-11 10:56:27.102,390,393,390,4079,4070,3978,4744,35,4744,1,50.02,158219
2019-09-11 10:56:27.227,389,391,392,4086,4082,4021,4742,2,4742,1,49.98,158220
2019-09-11 10:56:27.324,389,391,390,4098,4065,4012,4768,-35,4768,1,49.99,158221
2019-09-11 10:56:27.419,393,392,390,4107,4082,4023,4782,-44,4782,1,49.97,158222
2019-09-11 10:56:27.534,392,389,387,4092,4092,4017,4751,-21,4751,1,49.99,158223
2019-09-11 10:56:27.662,393,396,394,4113,4091,4031,4761,-43,4761,1,49.97,158224
2019-09-11 10:56:27.760,389,390,390,4113,4112,4039,4784,30,4784,1,49.99,158225
2019-09-11 10:56:27.898,392,395,393,4126,4096,4039,4796,-60,4797,1,49.99,158226
2019-09-11 10:56:27.977,398,397,394,4117,4101,4052,4814,45,4814,1,49.96,158227
2019-09-11 10:56:28.074,397,392,394,4123,4122,4057,4809,-63,4809,1,49.97,158228
